Artist,Title,Genre,Year,Duration,Loudness
Brigada Victor Jara,Parto em terras distantes (2.ª versão),world music,1998,223.76444,-9.674
Lizzy Borden,Generation Aliens,heavy metal,1986,268.40771,-2.339
Cliff Bruner,Milk Cow Blues,western swing,2004,188.31628,-13.841
Madonna,Vogue [Live],dance pop,2006,330.94485,-5.407
Aaron Watson,Sweet Contradiction,honky tonk,2008,257.35791,-9.249
Liquid Soul,Dysfunction,jazz funk,2000,285.28281,-9.154
Bongzilla,666lb. Bongsession,stoner metal,2002,475.11465,-6.499
Dave Eggar,Sorrow's Call,new age,1998,240.09098,-27.845
Strata,Trio (1932)_ Movement 3: Moderato,post-grunge,2004,409.83465,-20.406
Vilma E Vampiros Palma,Se Puede Salir,rock,1995,265.32526,-7.724
Phil Collins,Dance Into The Light (LP Version),soft rock,1996,262.00771,-6.548
Leona Naess,Heavy Like Sunday,rock,2008,179.74812,-9.042
Roger Subirana,Un Res Pyr,free music,2002,288.07791,-14.015
N.E.R.D.,Intro / Time For Some Action,rock,2008,222.6673,-5.795
Poncho Sanchez,Lip Smacker,latin jazz,2004,372.37506,-11.951
Kathy Mattea,Standing Knee Deep In a River (Dying Of Thirst),singer-songwriter,1992,250.33098,-9.352
Naughty By Nature,The Hood Comes First (LP Version),rap,1993,216.60689,-12.711
Eminem,Paul,hip hop,1999,13.58322,-24.997
Nerf Herder,Pantera Fans In Love,post-grunge,2000,200.04526,-6.357
Tony Joe White,A Man Can Only Stand Just So Much Pain (Bonus Track),country rock,1970,152.842,-16.834
Esa Pakarinen,Hengähä tok,oldies,1990,200.202,-14.988
Snowgoons,Platoon Goons,hip hop,2009,257.25342,-5.191
Robert Palmer,Looking For Clues,rock,1980,299.78077,-11.514
Kurupt,Girls All Pause,rap,1999,207.98649,-7.804
Eyes Set to Kill,Liar in the Glass,screamo,2006,238.05342,-3.492
Hanoi Rocks,Walkin' Away,hard rock,2007,236.35546,-5.628
Cali,Dolorosa (Live),dance pop,2006,339.80036,-6.871
Bryan Ferry,Going Down,glam rock,2002,188.18567,-10.096
Rainbow,Still I'm Sad,hard rock,1975,663.24853,-10.178
The Dylans,I Hope The Weather Stays Fine (Remix),indie pop,1991,410.98404,-14.744
Charlie Peacock,Down in the Lowlands,ccm,1986,298.70975,-8.872
Seal,When A Man Is Wrong (Album Version),dance pop,1998,258.63791,-9.303
Jim Reeves,Mexican Joe,country gospel,1990,157.6224,-9.609
Phil Collins,Two Hearts,soft rock,1988,204.19873,-2.689
The Clash,Lose This Skin,rock,1980,308.50567,-5.49
Taking Back Sunday,Spin (Album Version),rock,2006,219.79383,-4.164
RUN-DMC,Run's House,hip hop,1988,201.82159,-5.068
Twista,Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),rap,2005,259.70893,-7.482
Rauni Pekkala,Miesten tähden,finish,1994,162.14159,-9.812
The Chi Lites,Toby,disco,1974,170.70975,-9.957
Simply Red,Thrill Me,pop,1991,303.96036,-6.289
Alex Gopher,Song For Paul,electronic,2007,164.0224,-12.836
Stefon Harris,From the Gardner Meditations: African Tarantella,hard bop,2006,538.27873,-12.169
Rickie Lee Jones,Danny's All-Star Joint (LP Version),singer-songwriter,1979,246.62159,-14.071
Loretta Lynn,I'd Rather Have Jesus,honky tonk,1965,161.48853,-13.797
Bobby Pulido,Alma De Metal,tejano,1999,216.31955,-8.88
Moonspell,Alma Mater,death metal,1995,318.9024,-5.255
Beautiful Creatures,Wish (Album Version),hard rock,2001,263.96689,-4.763
Nightwish,Beauty And The Beast,heavy metal,1997,382.58893,-4.657
Finntroll,Ormhäxan,heavy metal,2007,278.93506,-5.73
BB King,She Don't Move Me No More,blues,1995,186.40934,-12.967
Black Flag,Police Story,hardcore punk,1981,92.36853,-12.206
Chris Standring,Through the Looking Glass (jazz),smooth jazz,2006,261.0673,-9.435
Dope Stars Inc.,Chase The Light,electro,2006,233.22077,-4.741
Oh No,Soul of Ethiopia,hip hop,2009,110.57587,-7.1
Bon Jovi,This Ain't A Love Song,rock,1995,432.97914,-7.984
The Vaughan Brothers,Good Texan,blues,1990,262.29506,-9.759
Robert Lockwood_ Jr.,Big Legged Woman,blues,1998,278.38649,-9.763
The Shangri-Las,Bull Dog,rock,1964,157.85751,-7.597
Heaven 17,Come Live With Me (12'' Extended Version) (2006 Digital Remaster),electronic,1983,273.84118,-8.015
Cabas,Como Nuestro Amor No Hay Dos,pop,2008,207.82975,-6.399
Soul Asylum,Don't It (make Your Troubles Seem Small) (Album Version),hard rock,1986,168.93342,-11.71
City High,Sista,hip hop,2001,231.33995,-7.99
Jack Johnson and Friends / Matt Costa,Fall Line,rock,2003,136.30649,-11.234
Britney Spears,Someday (I Will Understand),dance pop,2005,1.04444,-23.555
The Frequency,Own Me,chill-out,2004,284.682,-11.221
Eko Fresh feat. Ado,Ich bleib so wie ich bin,hip hop,2007,215.92771,-5.771
Der Plan,Schauet Her!,electronic,1983,34.32444,-13.546
The Statler Brothers,Shenandoah,country gospel,1967,201.27302,-16.822
Bruce Springsteen,Working On The Highway,rock,1984,191.99955,-11.516
Showbread,The Pig,post-hardcore,2008,197.79873,-5.586
Jack Johnson,Fortunate Fool,rock,2000,228.70159,-10.736
Fabolous,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),rap,2003,246.33424,-5.268
Showbread,Nothing Matters Anymore,post-hardcore,2009,252.21179,-3.708
Cal Tjader,Anyone Who Had A Heart,latin jazz,2003,200.12363,-18.896
Elvin Bishop,I'll Be Glad,blues-rock,2005,335.69914,-4.559
Buju Banton,Destiny,reggae,1997,239.0722,-7.38
Sonny Landreth,She Left Me A Mule ,blues,1999,212.63628,-12.617
Warrior King,Breath Of Fresh Air,reggae,2002,225.77587,-6.937
Atreyu,Gallows (Album Version),post-hardcore,2009,208.66567,-3.639
The Shamen,Heal (The Separation) [PM Dawn Alt. Lead Mix],electronic,1996,280.31955,-9.198
From Autumn To Ashes,IV,post-hardcore,2002,147.64363,-12.063
Midwest Product,Motivator,electronic,2003,301.73995,-8.874
Gorillaz,Rock The House (Explicit),hip hop,2001,249.93914,-7.033
Fake Problems,Tabernacle Song,indie rock,2009,195.47383,-7.246
Pyranja,Anfang Vom Ende,hip hop,2003,60.55138,-9.255
The Misfits,Dig Up Her Bones,hardcore punk,1997,181.21098,-5.128
ATB,Collides With Beauty,club,2004,349.04771,-6.615
Paul Avgerinos,In My Heart,ambient,2004,338.96444,-28.406
Eurythmics,A Little Of You,new wave,1986,236.61669,-4.21
Héroes del Silencio,El Mar No Cesa (Live),hard rock,1991,198.89587,-8.85
Mario Telles,Nanã,bossa nova,1962,212.13995,-9.989
The Shangri-Las,Remember (Walkin' In the Sand),rock,1964,136.01914,-13.53
Burt Bacharach,Are You There (With Another Girl),easy listening,1967,175.882,-13.04
Jason Michael Carroll,No Good In Goodbye,rock,2007,229.8771,-3.662
James Horner,The Stranger,rock,2003,231.57506,-30.387
Michael Jackson,I Wanna Be Where You Are,funk,1972,182.7522,-8.962
Circle Jerks,Question Authority,rock,1982,122.64444,-10.18
S.U.P,4tx.31b,doom metal,1993,274.54649,-9.748
Diesel Boy,Dragonfly,rock,1998,140.06812,-4.564
Deville_ Willy,Loup Garou,pop rock,1996,291.91791,-13.75
Jake Hess,So Many Reasons,southern gospel,2004,168.77669,-13.478
Sophie B. Hawkins,32 Lines (Album Version),singer-songwriter,1999,302.86322,-7.838
Daniel Johnston,Oh No,alternative,1984,237.68771,-24.905
Daniel Johnston,To Go Home,alternative,1982,270.78485,-12.664
Gipsy Kings,Tu Quieres Volver,soundtrack,1987,194.87302,-8.403
Sleepy John Estes,Stop That Thing,blues,1935,163.91791,-15.832
Helen Love,Bigbigkiss,rock,2000,213.39383,-9.559
DJ Clue / P. Diddy,Intro,hip hop,1998,64.70485,-23.129
Workhorse,High Horse,dirty south rap,2007,251.402,-7.2
The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,September Song,jazz,1997,218.48771,-23.596
Tracy Byrd,Walking To Jerusalem,country,1996,209.08363,-7.56
The Irish Tenors,The Croppy Boy,irish folk,2001,283.55873,-21.999
Keep Of Kalessin,Many Are We,black metal,2006,292.41424,-5.377
Devo,Sloppy (I Saw My Baby Gettin'),rock,1978,159.89506,-11.704
Eyes Set to Kill,Play The Part,screamo,2010,158.95465,-4.392
Eric Burdon,Devil's Daughter,rock,1988,262.97424,-8.737
God Lives Underwater,Don't Know How To Be,industrial metal,1995,215.40526,-5.66
Bob Hope,Merry-Go-Runaround,oldies,2003,147.722,-13.21
Eminem,I'm Back,hip hop,2000,312.2673,-3.989
The Red Jumpsuit Apparatus,In Fate's Hands (Album Version),rock,2006,208.79628,-2.983
Stanley Clarke,What If I Forget The Champagne,jazz funk,1998,312.76363,-13.455
Don Gibson,I Love No One But You,rock,1991,169.63873,-14.257
TEN MADISON,Elementro,downtempo,2003,405.41995,-7.495
Anna Abreu,Shame,electronic,2007,205.45261,-6.692
Rachael Starr,Till There Was You (John Creamer & Stephane K Remix),progressive house,2005,608.23465,-10.289
Chroma Key,Salvation,downtempo,2004,160.31302,-11.242
Atman,All Is One,downtempo,1998,433.94567,-7.77
The Pineapple Thief,Run A Mile,progressive rock,2006,399.82975,-7.715
Beherit,Suck My Blood,black metal,2009,266.89261,-5.268
EPMD,Jane 5,hip hop,1997,161.35791,-8.667
Casiotone For The Painfully Alone,White Jetta,electronic,2009,197.25016,-9.31
Architecture In Helsinki,Need To Shout,indie,2005,249.28608,-10.414
Linkin Park,Given Up (Album Version),rock,2007,189.28281,-4.034
Gorillaz,November Has Come,hip hop,2005,160.96608,-8.317
Martin Sexton,Things You Do To Me,singer-songwriter,2000,256.62649,-9.071
Bryan Ferry,Ja Nun Hons Pris,glam rock,2002,35.65669,-18.161
DAVE MATTHEWS BAND,Tripping Billies,rock,1993,289.09669,-4.62
Eazy-E,I'mma Break It Down,gangster rap,1988,208.32608,-8.078
The In Crowd,Back A Yard,freakbeat,1979,266.81424,-8.333
Amy Winehouse,Valerie,blues,2007,229.85098,-7.256
Mississippi Mass Choir,It's Good To Know Jesus,gospel,2003,221.90975,-13.448
Johnny Nash,There Are More Questions Than Answers,reggae,1972,167.26159,-12.43
Arne Weise,Sommarens sista mås,swedish,2002,198.24281,-15.879
Wet Wet Wet,Love Is All Around,blue-eyed soul,1994,246.38649,-6.574
Timbalada,Maracaia,samba,2006,242.1024,-7.203
Jay-Z,Change Clothes,hip hop,2003,259.05587,-4.73
Elvenking,Trows Kind,heavy metal,2006,357.45914,-5.492
Jeanie Lambe & The Danny Moss Quartet,My Funny Valentine,hip hop,1996,204.61669,-15.096
Yellowcard,One Year_ Six Months,rock,2003,208.79628,-7.063
Ray Lynch,Kathleen's Song / Ray Lynch,electronic,1984,250.22649,-21.45
Small Faces,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,pop rock,1968,248.24118,-12.211
Keep Of Kalessin,Ascendant,black metal,2008,270.21016,-5.958
Cadacross,Bring Out Your Dead,folk metal,2002,217.93914,-4.384
Alice In Chains,Angry Chair,rock,1992,262.47791,-5.499
The New York Dolls,Vietnamese Baby,hard rock,1973,234.84036,-5.771
Anti-Flag,The Modern Rome Burning,rock,2008,299.80689,-6.247
Berrogüetto,Nadal De Luintra,celtic,2000,242.62485,-8.765
RUN-DMC,Bob Your Head,hip hop,1990,227.5522,-12.654
Anthony Cruz,Make it up,reggae,2005,264.14975,-11.398
Weezer,Dope Nose,rock,2002,137.37751,-5.477
The Jeff Healey Band,It Could All Get Blown Away,blues,1992,283.03628,-7.535
Walter Hawkins,Never Alone,gospel,1978,468.00934,-13.75
Planxty,Junior Crehan's Favourite - Corney Is Coming,rock,1973,156.18567,-14.873
Paul Avgerinos,Song Without End,ambient,2004,324.51873,-18.208
Faron Young,It's Four In The Morning,honky tonk,1986,159.79057,-23.907
Pennywise,6TH Avenue Nightmare,punk,2005,159.89506,-5.111
Sandra Mihanovich,Cuatro Estrofas,soul,1994,263.18322,-13.328
Dixie Chicks,Give It Up Or Let Me Go,bluegrass,1998,296.30649,-6.98
Charlotte Gainsbourg,Le Chat du Café des Artistes,pop,2009,241.65832,-9.838
Cam'Ron,O.T. (Skit),rap,2004,24.73751,-28.603
Fruko Y Sus Tesos,La Fruta Bomba,salsa,2000,242.75546,-8.588
Alceu Valença,Na Primeira Manhã,brazilian pop music,1997,162.84689,-9.785
Blind Lemon Jefferson,Wartime Blues,blues,1927,185.41669,-19.308
Nana Mouskouri,Only You,chanson,1997,175.12444,-11.778
Bon Jovi,Wildflower,rock,2005,253.83138,-6.083
Sue Foley,She Don't Belong To You,roots rock,1998,224.65261,-6.278
Jimmy Page,Hummingbird,hard rock,1988,322.97751,-13.865
Basic Channel,Q1.1 Edit,techno,1995,62.92853,-23.563
Ben Sidran,Blowin' In the Wind,jazz,2009,307.80036,-17.336
Jim Jones featuring Oshy,This Is For My Bitches,gangster rap,2009,224.31302,-4.62
Maysa,Ouça,brazilian pop music,2008,180.87138,-10.919
BLEED THE SKY,Kettle Black,death metal,2008,202.91873,-5.992
Hurricane,I'm On To You,rap,1988,236.042,-4.618
Dolores Keane,Storm In My Heart,irish folk,1993,272.5873,-12.577
Embrace the End,Ley Lines,heavy metal,2008,364.14649,-3.6
Dave Hollister,I'm Wrong,r&b,2006,301.87057,-4.942
The B-52's,Tell It Like It T-I-IS (Album Version),dance rock,1992,313.20771,-7.465
Michael Gettel,The Journey North,jazz,1999,338.75546,-10.879
Handsome Boy Modeling School,I've Been Thinking featuring Cat Power (Album Version),hip hop,2004,324.07465,-9.423
DeGarmo & Key,Destined To Win,ccm,1988,203.62404,-6.917
K-OS,Heaven Only Knows,hip hop,2002,235.04934,-9.642
Patrick Bruel,Au Bout De La Marelle,cabaret,1999,257.2273,-8.086
Lil Boosie,I Remember (amended album version),rap,2006,243.35628,-3.165
Wilshire,When,ccm,2003,181.49832,-4.601
Dinosaur Jr.,Been There All The Time,indie rock,2007,220.70812,-3.868
From Autumn To Ashes,Sensory Deprivation Adventure,post-hardcore,2007,175.80363,-5.911
Patton Oswalt,A Brief History of Shitty Comedy,comedy,2004,121.96526,-13.322
Casiotone For The Painfully Alone,Dying Batteries,electronic,2001,51.01669,-20.499
Twista,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),rap,2005,200.98567,-8.273
Fat Joe,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],rap,2005,211.59138,-7.239
Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),rock,2003,252.08118,-8.706
The Cardigans,Paralyzed,alternative rock,1998,296.85506,-6.966
The Bucketheads,Little Louie Bonus,vocal house,1995,383.16363,-16.486
The Chap,We Are Not Impartial,rock,2006,170.05669,-9.502
45 Grave,Surf Bat (Album Version),rock,1983,118.38649,-10.285
Edu Lobo,Canto Triste,brazilian pop music,1967,309.52444,-18.581
Gang Starr,Say Your Prayers,hip hop,1991,84.63628,-18.7
Brian Eno And David Byrne,The Jezebel Spirit,art rock,1981,296.33261,-8.209
Brian Tyler,I Dream Of Chi Chi,soundtrack,2009,52.87138,-19.963
Akon,Over The Edge,hip hop,2008,266.89261,-6.102
Blind Willie McTell,Writing Paper Blues,blues,1927,191.73832,-11.383
Shania Twain,Raining On Our Love,country rock,1995,278.54322,-11.958
Five Blind Boys of Alabama,I've Got a Home,blues,2008,131.81342,-7.495
U2,FEZ-Being Born,dance rock,2009,316.96934,-7.896
Since The Flood,All For Nothing,metalcore,2007,117.08036,-2.191
Guns N' Roses,Locomotive (Complicity),rock,1991,524.87791,-7.219
Joe Satriani,Echo,instrumental rock,1987,469.60281,-10.256
Rokia Traoré,Château de sable,jazz,2000,340.50567,-13.807
The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,Telephone Song,blues,1990,208.48281,-8.066
Lady Saw,Bare As You Dare,reggae,1994,230.53016,-11.485
Lyrics Born,Bad Dreams,hip hop,2003,200.38485,-5.167
The Stranglers,It Only Takes Two To Tango,new wave,1981,217.96526,-10.011
Ronnie Milsap,Don't You Know How Much I Love You,rock,1983,151.37914,-12.581
Babe Ruth,Dancer (2007 Digital Remaster),rock,1975,365.16526,-8.351
Funeral For A Friend,Crash And Burn [Home Demo],emo,2007,261.14567,-14.957
Headliners,Sag Ihnen Bescheid,hard house,2005,216.89424,-5.893
George Michael,Praying For Time,rock,1990,281.33832,-8.183
Jerry Butler,He Will Break Your Heart,rock,1960,167.18322,-18.341
The Paul Butterfield Blues Band,Pretty Woman (LP Version),blues,1971,228.75383,-13.705
Cherrelle,Into My Eyes,disco,1999,290.82077,-6.222
Teena Marie,How Can You Resist It,disco,1990,328.56771,-11.037
Jim Chappell,Almost Us,jazz,1997,217.49506,-23.69
Arsonists Get All The Girls,Violence in Fluid Triceratops,death core,2009,240.92689,-3.424
Mr. Lif,For You,hip hop,2006,327.6273,-7.144
Mobb Deep,Up North Trip,hip hop,1995,298.00444,-5.16
Krystof,Ostravaczech,rock,2006,285.67465,-10.084
Mägo de Oz,Qué Desilusión,heavy metal,2010,295.31383,-4.638
Plasmatics,Dream Lover,hard rock,1980,344.24118,-11.685
Inspiral Carpets,Party In The Sky,rock,1994,232.12363,-11.319
Moraes Moreira,Banho De Amor,bossa nova,1991,280.65914,-7.437
Mest,Tonight Will Last Forever (Album Version),ska punk,2005,255.50322,-8.247
Restless Heart,That Rock Won't Roll,country rock,1986,210.46812,-13.644
Michael Gettel,Safe Passage,jazz,1996,330.97098,-16.934
Uriah Heep,Wake The Sleeper,hard rock,2008,212.84526,-4.014
Speaker,Joking,dub,1999,188.29016,-4.63
Whitesnake,Don't Mess With Me (2006 Digital Remaster),rock,1978,204.14649,-4.556
Fall Out Boy,The Carpal Tunnel Of Love,pop punk,2007,203.91138,-3.237
Tantric,Coming Undone,post-grunge,2009,176.43057,-2.741
David Tao,Summer Love Triangle,rock,2009,260.33587,-4.602
Dee Clark,Just Keep It Up,rock,1990,132.07465,-16.865
Charlie McCoy,Night Life,country gospel,1991,282.53995,-13.027
Cockney Rejects,Big Time Charlie,rock,2007,182.25587,-3.132
Mötley Crüe,Wild Side,heavy metal,1987,248.55465,-5.938
Mongo Santamaria,Lady Marmalade,latin jazz,1975,194.76853,-8.674
Eddy Raven,I WANNA HEAR IT FROM YOU,zydeco,1995,204.85179,-11.14
Sergio Franchi,Silent Night,ballad,1987,170.94485,-16.407
Floor,Heather,doom metal,2009,211.90485,-7.033
Astarte,Oblivious Darkness,black metal,2002,515.36934,-4.694
The Police,Wrapped Around Your Finger,new wave,1983,313.70404,-14.361
Bob Dylan,New Pony,folk rock,1978,278.96118,-5.563
Edith Lefel,L'a fête komine,zouk,1992,246.30812,-11.613
Line Renaud,Gwendolina,chanson,1994,146.15465,-12.158
Rhian Sheehan,Degrees of Freedom,downtempo,2002,314.48771,-10.215
Bongzilla,Cutdown,stoner metal,2005,419.68281,-6.407
Orbital,Are We Here ?,techno,1994,933.642,-10.328
Orbital,Chime (edit),techno,1990,192.20853,-6.924
Dolly Parton,I'm Not Worth the Tears,bluegrass,1967,152.45016,-12.144
2 Minutos,Rompan Todo,punk,2006,88.58077,-3.211
April Wine,Say Hello,hard rock,1979,179.04281,-13.666
Korn,Make Me Bad,rock,1999,231.73179,-6.378
BeauSoleil,'Ti Monde (LP Version),zydeco,1991,268.30322,-13.758
Kassav',An Mouvman,zouk,2009,268.90404,-8.158
Pursuit Of Happiness,Down On Him,hard rock,1988,151.01342,-10.133
Storyville,Enough,rock,1998,263.41832,-6.18
James Carter,Strange Fruit,jazz,2003,258.42893,-6.115
La Mancha De Rolando,Melodia Simple,rock,2003,243.98322,-4.296
The High Strung,The Luck You Got,indie rock,2005,187.27138,-3.765
Mithotyn,Guided By History,rock,1999,391.02649,-7.078
UK Subs,Crash Course,oi,1979,140.30322,-11.031
Carl Smith,Hey Joe,honky tonk,1993,141.47873,-11.852
Francis Lai,Search For Jenny,soundtrack,1970,184.45016,-16.45
Sister Hazel,Cerilene,post-grunge,1997,332.93016,-8.416
James Ingram,A Baby's Born,rock,1993,376.68526,-11.937
Avril Lavigne,How Does It Feel,pop punk,2004,224.93995,-4.772
Danilo Perez / Claus Ogerman,The Saga Of Rita Joe,latin jazz,2008,459.31057,-14.117
RUN-DMC,Faces,hip hop,1990,267.59791,-13.306
Evergreen Terrace,Look Up At The Stars And You're Gone,metalcore,2001,159.4771,-4.732
Johnny Cash,You Tell Me,honky tonk,1959,80.03873,-13.136
Billy Bragg,Goodbye (Solo Version),folk rock,2008,180.1922,-17.81
Crabby Appleton,Go Back,rock,1970,186.69669,-4.594
Juan Carlos Baglietto,Tiempos Dificiles,tango,1982,232.61995,-14.511
Bersuit Vergarabat,De Onda,rock,1998,181.18485,-7.301
Stephan Micus,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),jazz,1988,519.8624,-22.517
Gabriel Yared,Devon,soundtrack,2003,229.98159,-19.64
Wolfmother,White Feather,hard rock,2009,316.21179,-6.183
ZO2,Isolate,hard rock,2007,276.4273,-4.098
Bryan Ferry,Don't Worry Baby (1999 Digital Remaster),glam rock,1973,253.12608,-8.662
Every Time I Die,California_ Gracefully,alternative metal,2001,171.59791,-4.029
Lisa Lynne,Still I Will,electronic,2001,261.95546,-9.559
Methods Of Mayhem / Scott Kirkland,Narcotic,nu metal,1999,199.31383,-3.246
Andrew W.K.,Don't Call Me Andy,hard rock,2006,165.51138,-3.378
Burning Spear,It's A Long Way Around,roots reggae,1977,185.5473,-19.633
Coldplay,One I Love,rock,2002,274.41587,-7.446
Kool Savas,Warum rappst du?,garage rock,2000,79.93424,-5.031
Dead To Me,Don't Lie,punk,2006,145.55383,-5.603
Stress Assassin,EU A4,dub,2003,229.53751,-11.957
Sugarbomb,Gone,power pop,2001,219.74159,-4.866
Margaret Becker,Start The Fire,electronic,1989,261.04118,-9.803
Mago de Oz,Desde mi cielo,heavy metal,2005,380.682,-7.736
Joe McBride,One Eyed Jack,smooth jazz,2005,314.06975,-10.203
Sandy Posey,When Will I Be Loved,rock,1990,125.36118,-12.892
Stephan Micus,Contessa Entellina,jazz,2001,274.65098,-25.395
Atman,Luminous Bliss,downtempo,2005,290.48118,-8.732
Flowin Immo et Les Freaqz,Immonumental,hip hop,2009,185.10322,-6.79
BigElf,Superstar,hard rock,2008,225.59302,-4.456
